,expiration_timestamp,option_type,instrument_name,strike,underlying_price,underlying_index,timestamp,stats,state,settlement_price,open_interest,min_price,max_price,mark_price,mark_iv,last_price,interest_rate,index_price,greeks,estimated_delivery_price,change_id,bids,bid_iv,best_bid_price,best_bid_amount,best_ask_price,best_ask_amount,asks,ask_iv
115,1593158400000,call,BTC-26JUN20-4000-C,4000.0,9361.29,BTC-26JUN20,1589434951879,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.56,18.4,0.561,0.602,0.57892513,147.4,0.546,0.0,9353.2,"{'vega': 1.9851, 'theta': -3.39496, 'rho': 4.35908, 'gamma': 1e-05, 'delta': 0.97332}",9353.2,19228290716,"[[0.0005, 13.8]]",0.0,0.0005,13.8,0.0,0.0,[],0.0
116,1589529600000,put,BTC-15MAY20-12250-P,12250.0,9353.45,SYN.BTC-15MAY20,1589434951878,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.38,0.0,0.272,0.3525,0.30978997,175.63,,0.0,9353.2,"{'vega': 0.0458, 'theta': -3.67223, 'rho': -0.36675, 'gamma': 1e-05, 'delta': -0.99708}",9353.2,19252191477,"[[0.0005, 16.3]]",0.0,0.0005,16.3,0.8105,2.5,"[[0.8105, 2.5]]",500.0
117,1601020800000,put,BTC-25SEP20-12000-P,12000.0,9438.98,BTC-25SEP20,1589434952886,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.44,246.6,0.313,0.466,0.38562061,82.92,0.5235,0.0,9353.93,"{'vega': 22.2469, 'theta': -6.87824, 'rho': -33.81317, 'gamma': 8e-05, 'delta': -0.58954}",9353.93,19228290715,"[[0.15, 0.1], [0.1, 0.1]]",0.0,0.15,0.1,0.55,0.5,"[[0.55, 0.5]]",151.42
118,1601020800000,put,BTC-25SEP20-5000-P,5000.0,9438.98,BTC-25SEP20,1589434952886,"{'volume': 2.0, 'price_change': -8.8235, 'low': 0.031, 'high': 0.034}",open,0.04,480.8,0.011,0.063,0.0312137,98.64,0.031,0.0,9353.93,"{'vega': 9.03077, 'theta': -3.32134, 'rho': -4.08647, 'gamma': 3e-05, 'delta': -0.08664}",9353.93,19252187860,"[[0.03, 20.0], [0.0295, 18.0], [0.029, 0.5], [0.0275, 14.0], [0.023, 2.0], [0.0225, 0.1], [0.015, 0.7], [0.0135, 0.1], [0.002, 1.1], [0.001, 0.1], [0.0005, 10.0]]",97.37,0.03,20.0,0.0325,14.0,"[[0.0325, 14.0], [0.0335, 4.0], [0.034, 0.5], [0.0345, 14.0], [0.0565, 0.1], [0.1065, 1.0], [0.1165, 1.0], [0.119, 1.0], [0.121, 1.0], [0.124, 1.0], [0.4, 7.0], [0.63, 2.0], [4.0, 7.0]]",99.98
119,1590134400000,call,BTC-22MAY20-7000-C,7000.0,9355.44,SYN.BTC-22MAY20,1589434953894,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.22,0.0,0.2295,0.2895,0.25742404,134.58,,0.0,9353.92,"{'vega': 1.67889, 'theta': -13.956, 'rho': 1.41432, 'gamma': 6e-05, 'delta': 0.93911}",9353.92,19252191548,"[[0.0005, 20.8]]",0.0,0.0005,20.8,0.426,14.0,"[[0.426, 14.0]]",500.0
120,1590134400000,put,BTC-22MAY20-8000-P,8000.0,9355.44,SYN.BTC-22MAY20,1589434953893,"{'volume': 28.6, 'price_change': -15.0, 'low': 0.0115, 'high': 0.0205}",open,0.02,275.0,0.0005,0.039,0.0129328,107.73,0.017,0.0,9353.92,"{'vega': 3.1834, 'theta': -21.18242, 'rho': -0.32878, 'gamma': 0.00015, 'delta': -0.14553}",9353.92,19252191368,"[[0.012, 48.0], [0.0105, 13.0], [0.001, 1.0], [0.0005, 0.2]]",104.99,0.012,48.0,0.014,56.6,"[[0.014, 56.6], [0.015, 13.0]]",110.86
121,1601020800000,call,BTC-25SEP20-12000-C,12000.0,9438.9,BTC-25SEP20,1589434955310,"{'volume': 5.0, 'price_change': 7.2727, 'low': 0.11, 'high': 0.118}",open,0.1,723.7,0.063,0.174,0.11421946,82.92,0.118,0.0,9353.91,"{'vega': 22.24665, 'theta': -6.87819, 'rho': 10.27269, 'gamma': 8e-05, 'delta': 0.41046}",9353.91,19252188407,"[[0.1115, 14.0], [0.11, 2.4], [0.1075, 10.0], [0.1035, 1.0], [0.1025, 0.5], [0.0995, 0.3], [0.041, 0.1], [0.025, 0.1], [0.024, 1.0], [0.0055, 0.1]]",81.76,0.1115,14.0,0.117,30.4,"[[0.117, 30.4], [0.1185, 0.5], [0.119, 10.0], [0.1205, 2.4], [0.1275, 0.1], [0.24, 0.3], [0.4, 1.1], [0.41, 1.0], [0.9, 0.4]]",84.1
122,1608883200000,put,BTC-25DEC20-24000-P,24000.0,9511.58,BTC-25DEC20,1589434954902,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,1.7,0.0,1.4705,1.6985,1.5744781,91.64,,0.0,9353.91,"{'vega': 19.40552, 'theta': -3.95037, 'rho': -140.62298, 'gamma': 4e-05, 'delta': -0.82283}",9353.91,19228290721,"[[0.001, 6.9], [0.0005, 0.5]]",0.0,0.001,6.9,0.0,0.0,[],0.0
123,1589443200000,put,BTC-14MAY20-9125-P,9125.0,9353.93,SYN.BTC-14MAY20,1589434955906,"{'volume': 58.1, 'price_change': -94.1176, 'low': 0.001, 'high': 0.017}",open,0.03,29.5,0.0005,0.0185,0.00056485,106.34,0.001,0.0,9354.1,"{'vega': 0.21002, 'theta': -5.28361, 'rho': -0.0018, 'gamma': 0.00087, 'delta': -0.07328}",9354.1,19252195490,"[[0.0005, 24.0]]",103.36,0.0005,24.0,0.0015,24.0,"[[0.0015, 24.0], [0.0035, 8.0], [0.0045, 1.0], [0.0085, 1.0], [0.018, 1.0]]",138.75
124,1593158400000,call,BTC-26JUN20-5000-C,5000.0,9361.77,BTC-26JUN20,1589434955907,"{'volume': None, 'price_change': None, 'low': None, 'high': None}",open,0.45,24.8,0.453,0.5085,0.47839791,132.23,0.436,0.0,9354.1,"{'vega': 3.52499, 'theta': -5.40792, 'rho': 5.169, 'gamma': 3e-05, 'delta': 0.94604}",9354.1,19252173916,"[[0.1015, 10.0], [0.084, 3.0], [0.005, 100.0]]",0.0,0.1015,10.0,0.777,10.0,"[[0.777, 10.0]]",500.0
